Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop ,Continent
Australia,6468,21,63,0,3747,2658,66,254,2,380003,14902,Australia/Oceania
Saudi Arabia,6380,518,83,4,990,5307,71,183,2,150000,4309,Asia
Czechia,6359,58,169,3,972,5218,75,594,16,146004,13634,Europe
Mexico,5847,448,449,43,2125,3273,207,45,3,40091,311,North America
UAE,5825,460,35,2,1095,4695,1,589,4,767000,77550,Asia
Philippines,5660,207,362,13,435,4863,1,52,3,48171,440,Asia
Indonesia,5516,380,496,27,548,4472,0,20,2,36000,132,Asia
Serbia,5318,445,103,4,443,4772,120,609,12,29472,3373,Europe
Malaysia,5182,110,84,1,2766,2332,56,160,3,87183,2694,Asia
Singapore,4427,728,10,0,683,3734,29,757,2,72680,12423,Asia
Belarus,4204,476,40,4,203,3961,65,445,4,81246,8598,Europe
Ukraine,4161,397,116,8,186,3859,45,95,3,42823,979,Europe
Qatar,4103,392,7,0,415,3681,37,1424,2,56381,19570,Asia
Dominican Republic,3755,141,196,7,215,3344,121,346,18,12229,1127,North America
Panama,3751,0,103,0,75,3573,106,869,24,16854,3906,North America
Luxembourg,3444,71,69,0,552,2823,35,5502,110,31660,50577,Europe
Finland,3369,132,75,3,1700,1594,76,608,14,49700,8970,Europe
Colombia,3105,0,131,0,452,2522,106,61,3,48628,956,South America
Egypt,2673,168,196,13,596,1881,0,26,2,25000,244,Africa
Thailand,2672,29,46,3,1593,1033,61,38,0.7,100498,1440,Asia
South Africa,2605,99,48,14,903,1654,7,44,0.8,95060,1603,Africa
Argentina,2571,0,115,3,631,1825,121,57,3,26457,585,South America
Morocco,2283,259,130,3,249,1904,1,62,4,11996,325,Africa
Algeria,2268,108,348,12,783,1137,60,52,8,3359,77,Africa
Greece,2207,15,105,3,269,1833,69,212,10,50771,4871,Europe
Moldova,2154,105,54,8,235,1865,80,534,13,9208,2283,Europe
Croatia,1791,50,35,2,529,1227,31,436,9,20158,4910,Europe
Iceland,1739,12,8,0,1144,587,6,5096,23,38204,111955,Europe
Bahrain,1700,29,7,0,703,990,3,999,4,76630,45035,Asia
Hungary,1652,73,142,8,199,1311,60,171,15,38489,3984,Europe
Bangladesh,1572,341,60,10,49,1463,1,10,0.4,17003,103,Asia
Kuwait,1524,119,3,0,225,1296,32,357,0.7,0,0,Asia
Iraq,1434,19,80,1,856,498,0,36,2,49260,1225,Asia
Estonia,1434,34,36,1,133,1265,10,1081,27,36024,27156,Europe
Kazakhstan,1402,107,17,1,277,1108,22,75,0.9,85735,4566,Asia
New Zealand,1401,15,9,0,770,622,3,291,2,70160,14549,Australia/Oceania
Uzbekistan,1349,47,4,0,129,1216,8,40,0.1,100000,2988,Asia
Azerbaijan,1283,30,15,2,460,808,28,127,1,75397,7436,Asia
Slovenia,1268,20,61,0,174,1033,31,610,29,38137,18344,Europe
Bosnia and Herzegovina,1167,57,43,2,277,847,4,356,13,14743,4494,Europe
Armenia,1159,48,18,1,358,783,30,391,6,9632,3250,Asia
Lithuania,1128,37,32,2,178,918,14,414,12,48537,17829,Europe
North Macedonia,1081,107,46,1,121,914,15,519,22,10422,5002,Europe
Oman,1019,109,4,0,176,839,3,200,0.8,0,0,Asia
Hong Kong,1018,1,4,0,485,529,9,136,0.5,116273,15509,Asia
Slovakia,977,114,8,2,167,802,5,179,1,34458,6311,Europe
Cuba,862,48,27,3,171,664,16,76,2,21837,1928,North America
Cameroon,848,0,17,0,165,666,0,32,0.6,0,0,Africa
Afghanistan,840,56,30,5,54,756,0,22,0.8,0,0,Asia
Tunisia,822,42,37,2,43,742,89,70,3,13930,1179,Africa
Bulgaria,800,53,38,2,122,640,37,115,5,18502,2663,Europe
Cyprus,735,20,12,0,77,646,8,609,10,17923,14845,Asia
0,721,0,14,0,644,63,7,0,0,0,0,0
Diamond Princess,712,0,12,0,644,56,7,0,0,0,0,0
Latvia,675,9,5,0,57,613,3,358,3,31302,16595,Europe
Andorra,673,0,33,0,169,471,17,8710,427,1673,21653,Europe
Lebanon,663,5,21,0,86,556,30,97,3,18115,2654,Asia
Ivory Coast,654,0,6,0,146,502,0,25,0.2,0,0,Africa
Costa Rica,642,16,4,0,67,571,11,126,0.8,9396,1844,North America
Ghana,641,0,8,0,83,550,2,21,0.3,50719,1632,Africa
Djibouti,591,156,2,0,73,516,0,598,2,6430,6508,Africa
Niger,584,0,14,0,90,480,0,24,0.6,4427,183,Africa
Burkina Faso,542,0,32,0,226,284,0,26,2,0,0,Africa
Albania,518,24,26,1,277,215,5,180,9,4827,1677,Europe
Uruguay,493,0,9,0,272,212,13,142,3,10448,3008,South America
Kyrgyzstan,466,17,5,0,91,370,5,71,0.8,26147,4008,Asia
Channel Islands,447,0,15,0,69,363,0,2571,86,3320,19095,Europe
Bolivia,441,44,29,1,14,398,3,38,2,2185,187,South America
Guinea,438,34,1,0,49,388,0,33,0.08,0,0,Africa
San Marino,426,33,38,2,55,333,15,12555,1120,846,24933,Europe
Honduras,426,7,35,4,9,382,10,43,4,2012,203,North America
Malta,412,13,3,0,82,327,4,933,7,21164,47932,Europe
Nigeria,407,0,12,0,128,267,2,2,0.06,5000,24,Africa
Jordan,402,1,7,0,259,136,5,39,0.7,20500,2009,Asia
Taiwan,395,0,6,0,155,234,0,17,0.3,50703,2129,Asia
Réunion,391,0,0,0,237,154,3,437,0,0,0,Africa
Palestine,374,0,2,0,63,309,0,73,0.4,17329,3397,Asia
Georgia,348,42,3,0,76,269,6,87,0.8,5027,1260,Asia
Senegal,335,21,2,0,194,139,1,20,0.1,0,0,Africa
Mauritius,324,0,9,0,81,234,3,255,7,8279,6510,Africa
Montenegro,294,6,4,0,55,235,7,468,6,3874,6168,Europe
Isle of Man,284,28,4,0,154,126,13,3340,47,2261,26590,Europe
Vietnam,268,0,0,0,177,91,8,3,0,206253,2119,Asia
DRC,267,13,22,1,23,222,0,3,0.2,0,0,Africa
Sri Lanka,238,0,7,0,68,163,1,11,0.3,4768,223,Asia
Kenya,234,9,11,1,53,170,2,4,0.2,9630,179,Africa
Mayotte,233,16,3,0,69,161,3,854,11,1500,5498,Africa
Venezuela,197,0,9,0,111,77,6,7,0.3,225009,7913,South America
Guatemala,196,16,5,0,19,172,3,11,0.3,7200,402,North America
Faeroe Islands,184,0,0,0,169,15,0,3766,0,5765,117983,Europe
Paraguay,174,13,8,0,30,136,1,24,1,4267,598,South America
Mali,171,23,13,0,34,124,0,8,0.6,0,0,Africa
El Salvador,164,5,6,0,33,125,2,25,0.9,8333,1285,North America
Martinique,158,0,8,0,73,77,17,421,21,0,0,North America
Guadeloupe,145,0,8,0,67,70,13,362,20,0,0,North America
Jamaica,143,18,5,0,21,117,0,48,2,1424,481,North America
Rwanda,138,2,0,0,60,78,0,11,0,6237,482,Africa
Brunei,136,0,1,0,108,27,2,311,2,10826,24746,Asia
Gibraltar,131,0,0,0,104,27,1,3888,0,1649,48945,Europe
Cambodia,122,0,0,0,98,24,1,7,0,5768,345,Asia
Congo,117,0,5,0,11,101,0,21,0.9,0,0,Africa
Trinidad and Tobago,114,0,8,0,20,86,0,81,6,1282,916,North America
Madagascar,111,1,0,0,33,78,1,4,0,0,0,Africa
Aruba,95,2,2,1,39,54,1,890,19,1237,11586,North America
Tanzania,94,6,4,0,11,79,0,2,0.07,0,0,Africa
Monaco,93,0,3,0,12,78,2,2370,76,0,0,Europe
Ethiopia,92,7,3,0,15,74,1,0.8,0.03,5389,47,Africa
French Guiana,86,0,0,0,51,35,1,288,0,0,0,South America
Myanmar,85,11,4,0,2,79,0,2,0.07,3236,59,Asia
Bermuda,81,0,5,0,33,43,3,1301,80,527,8462,North America
Togo,81,0,5,2,45,31,0,10,0.6,3618,437,Africa
Somalia,80,0,5,0,2,73,2,5,0.3,0,0,Africa
Gabon,80,0,1,0,4,75,0,36,0.4,0,0,Africa
Liechtenstein,79,0,1,0,55,23,0,2072,26,900,23605,Europe
Barbados,75,2,5,0,15,55,4,261,17,900,3132,North America
Cayman Islands,60,0,1,0,6,53,3,913,15,636,9677,North America
Liberia,59,0,6,0,4,49,0,12,1,0,0,Africa
Sint Maarten,57,4,9,0,12,36,6,1329,210,163,3802,North America
Cabo Verde,56,0,1,0,1,54,0,101,2,0,0,Africa
Guyana,55,0,6,0,8,41,5,70,8,213,271,South America
French Polynesia,55,0,0,0,0,55,1,196,0,920,3275,Australia/Oceania
Uganda,55,0,0,0,20,35,0,1,0,7693,168,Africa
Bahamas,53,0,8,0,6,39,1,135,20,0,0,North America
Equatorial Guinea,51,0,0,0,4,47,0,36,0,854,609,Africa
Zambia,48,0,2,0,30,16,1,3,0.1,1696,92,Africa
Libya,48,0,1,0,11,36,0,7,0.1,634,92,Africa
Macao,45,0,0,0,16,29,1,69,0,0,0,Asia
Guinea-Bissau,43,0,0,0,0,43,0,22,0,1500,762,Africa
Haiti,41,0,3,0,0,38,0,4,0.3,365,32,North America
Saint Martin,35,0,2,0,13,20,5,905,52,0,0,North America
Benin,35,0,1,0,18,16,0,3,0.08,0,0,Africa
Eritrea,35,0,0,0,0,35,0,10,0,0,0,Africa
Syria,33,0,2,0,5,26,0,2,0.1,0,0,Asia
Sudan,32,0,5,0,4,23,0,0.7,0.1,0,0,Africa
Mongolia,31,1,0,0,5,26,0,9,0,1077,329,Asia
Mozambique,31,2,0,0,2,29,0,1.0,0,855,27,Africa
Chad,27,4,0,0,5,22,0,2,0,0,0,Africa
Antigua and Barbuda,23,0,3,1,3,17,1,235,31,73,745,North America
Zimbabwe,23,0,3,0,1,19,0,2,0.2,716,48,Africa
Maldives,23,1,0,0,16,7,0,43,0,3432,6349,Asia
Angola,19,0,2,0,5,12,0,0.6,0.06,0,0,Africa
Laos,19,0,0,0,2,17,0,3,0,1288,177,Asia
Belize,18,0,2,0,0,16,1,45,5,567,1426,North America
New Caledonia,18,0,0,0,1,17,1,63,0,3002,10515,Australia/Oceania
Timor-Leste,18,10,0,0,1,17,0,14,0,0,0,Asia
Fiji,17,1,0,0,0,17,0,19,0,0,0,Australia/Oceania
Malawi,16,0,2,0,0,14,1,0.8,0.1,343,18,Africa
Eswatini,16,1,1,1,8,7,0,14,0.9,714,615,Africa
Nepal,16,0,0,0,2,14,0,0.5,0,15800,542,Asia
Dominica,16,0,0,0,8,8,0,222,0,345,4793,North America
Namibia,16,0,0,0,4,12,0,6,0,362,142,Africa
Botswana,15,2,1,0,0,14,0,6,0.4,3441,1463,Africa
Saint Lucia,15,0,0,0,11,4,0,82,0,319,1737,North America
Sierra Leone,15,2,0,0,0,15,0,2,0,0,0,Africa
Curaçao,14,0,1,0,10,3,0,85,6,230,1402,North America
Grenada,14,0,0,0,0,14,2,124,0,92,818,North America
Saint Kitts and Nevis,14,0,0,0,0,14,0,263,0,234,4399,North America
CAR,12,0,0,0,4,8,0,2,0,0,0,Africa
St. Vincent Grenadines,12,0,0,0,1,11,0,108,0,87,784,North America
Turks and Caicos,11,1,1,0,0,10,0,284,26,71,1834,North America
Falkland Islands,11,0,0,0,1,10,0,3161,0,137,39368,South America
Greenland,11,0,0,0,11,0,0,194,0,912,16065,North America
Montserrat,11,0,0,0,1,10,1,2204,0,36,7212,North America
Seychelles,11,0,0,0,0,11,0,112,0,0,0,Africa
Suriname,10,0,1,0,6,3,0,17,2,0,0,South America
MS Zaandam,9,0,2,0,0,7,0,0,0,0,0,0
Gambia,9,0,1,0,2,6,0,4,0.4,281,116,Africa
Nicaragua,9,0,1,0,4,4,0,1,0.2,0,0,North America
Vatican City,8,0,0,0,2,6,0,9988,0,0,0,Europe
Mauritania,7,0,1,0,2,4,0,2,0.2,713,153,Africa
Papua New Guinea,7,5,0,0,0,7,0,0.8,0,167,19,Australia/Oceania
St. Barth,6,0,0,0,4,2,0,607,0,0,0,North America
Western Sahara,6,0,0,0,0,6,0,10,0,0,0,Africa
Burundi,5,0,1,0,0,4,0,0.4,0.08,0,0,Africa
Bhutan,5,0,0,0,2,3,0,6,0,1166,1511,Asia
Sao Tome and Principe,4,0,0,0,0,4,0,18,0,19,87,Africa
South Sudan,4,0,0,0,0,4,0,0.4,0,0,0,Africa
Anguilla,3,0,0,0,1,2,0,200,0,0,0,North America
British Virgin Islands,3,0,0,0,2,1,0,99,0,0,0,North America
Caribbean Netherlands,3,0,0,0,0,3,0,114,0,10,381,North America
Saint Pierre Miquelon,1,0,0,0,0,1,0,173,0,0,0,North America
Yemen,1,0,0,0,0,1,0,0.03,0,0,0,Asia
