Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/  1M pop ,Continent
Kazakhstan,2693,92,25,0,677,1991,31,143,1,196298,10454,Asia
Bahrain,2633,45,8,0,1160,1465,2,1547,5,113436,66665,Asia
Greece,2517,11,134,4,577,1806,46,241,13,64608,6199,Europe
Hungary,2500,57,272,10,485,1743,61,259,28,63505,6574,Europe
Croatia,2030,14,55,1,1103,872,23,494,13,31622,7703,Europe
Oman,1998,93,10,0,333,1655,3,391,2,0,0,Asia
Uzbekistan,1869,7,8,0,789,1072,8,56,0.2,242536,7247,Asia
Iraq,1820,57,87,1,1263,470,0,45,2,71471,1777,Asia
Iceland,1792,2,10,0,1608,174,3,5251,29,46352,135833,Europe
Armenia,1746,69,28,0,833,885,10,589,9,17931,6051,Asia
Azerbaijan,1645,28,21,0,1139,485,15,162,2,120479,11883,Asia
Estonia,1643,8,49,3,233,1361,6,1239,37,47933,36134,Europe
Cameroon,1621,103,56,3,786,779,12,61,2,0,0,Africa
Ghana,1550,271,11,1,155,1384,4,50,0.4,100622,3238,Africa
Afghanistan,1531,68,50,3,207,1274,7,39,1,8090,208,Asia
Bosnia and Herzegovina,1516,30,59,2,624,833,4,462,18,25830,7873,Europe
New Zealand,1470,9,18,0,1142,310,1,305,4,120981,25088,Australia/Oceania
Lithuania,1438,12,41,0,467,930,17,528,15,104488,38382,Europe
Slovenia,1396,8,82,1,221,1093,23,671,39,48973,23557,Europe
North Macedonia,1386,19,61,2,500,825,13,665,29,15120,7257,Europe
Slovakia,1379,6,18,1,394,967,5,253,3,70928,12991,Europe
Cuba,1369,32,54,3,501,814,11,121,5,39828,3516,North America
Bulgaria,1300,53,56,1,205,1039,41,187,8,27000,3886,Europe
Nigeria,1182,0,35,0,222,925,2,6,0.2,10061,49,Africa
Ivory Coast,1111,34,14,0,449,648,0,42,0.5,0,0,Africa
Hong Kong,1038,0,4,0,753,281,4,138,0.5,145640,19426,Asia
Djibouti,1023,15,2,0,411,610,0,1035,2,11741,11884,Africa
Guinea,996,0,7,0,208,781,0,76,0.5,0,0,Africa
Tunisia,939,0,38,0,207,694,19,79,3,20408,1727,Africa
Bolivia,866,59,46,2,74,746,3,74,4,4995,428,South America
Cyprus,817,7,14,0,148,655,15,677,12,43542,36064,Asia
Latvia,812,8,12,0,267,533,6,430,6,47671,25274,Europe
Andorra,738,0,40,0,344,354,17,9552,518,1673,21653,Europe
Albania,726,14,28,1,410,288,4,252,10,7279,2529,Europe
0,721,0,15,0,645,61,4,0,0,0,0,0
Diamond Princess,712,0,13,0,645,54,4,0,0,0,0,0
Lebanon,707,3,24,0,145,538,44,104,4,27827,4077,Asia
Costa Rica,693,0,6,0,242,445,7,136,1,12467,2447,North America
Niger,684,0,27,0,325,332,0,28,1,5013,207,Africa
Kyrgyzstan,682,17,8,0,370,304,13,105,1,45627,6994,Asia
Senegal,671,57,8,1,283,380,1,40,0.5,466,28,Africa
Burkina Faso,632,3,42,1,453,137,0,30,2,0,0,Africa
Honduras,627,36,59,4,65,503,10,63,6,3457,349,North America
Uruguay,596,33,14,2,370,212,9,172,4,16496,4749,South America
San Marino,538,25,41,1,64,433,4,15856,1208,2074,61124,Europe
Channel Islands,525,0,35,0,332,158,0,3020,201,5342,30725,Europe
Sri Lanka,505,53,7,0,120,378,2,24,0.3,13850,647,Asia
Georgia,485,29,6,1,139,340,6,122,2,9699,2431,Asia
Guatemala,473,43,13,2,45,415,5,26,0.7,7200,402,North America
Malta,448,0,4,0,282,162,2,1015,9,27981,63371,Europe
Jordan,447,3,7,0,337,103,5,44,0.7,63737,6247,Asia
DRC,442,26,28,0,50,364,0,5,0.3,0,0,Africa
Somalia,436,46,23,5,10,403,2,27,1,0,0,Africa
Taiwan,429,0,6,0,281,142,0,18,0.3,60459,2539,Asia
Réunion,417,0,0,0,300,117,2,466,0,0,0,Africa
Mayotte,401,21,4,0,144,253,4,1470,15,2500,9164,Africa
Mali,389,19,23,2,112,254,0,19,1,2172,107,Africa
Kenya,355,12,14,0,106,235,2,7,0.3,17492,325,Africa
Palestine,342,0,2,0,83,257,0,67,0.4,27000,5293,Asia
Mauritius,332,1,9,0,299,24,3,261,7,14445,11358,Africa
Venezuela,323,0,10,0,132,181,3,11,0.4,423592,14896,South America
Montenegro,321,1,7,1,153,161,7,511,11,5085,8096,Europe
Isle of Man,308,0,18,0,247,43,22,3622,212,2854,33563,Europe
Jamaica,305,17,7,0,28,270,0,103,2,2868,969,North America
Tanzania,299,0,10,0,48,241,7,5,0.2,0,0,Africa
El Salvador,298,24,8,0,83,207,4,46,1,18686,2881,North America
Vietnam,270,0,0,0,225,45,8,3,0,212965,2188,Asia
Equatorial Guinea,258,0,1,0,8,249,0,184,0.7,854,609,Africa
Sudan,237,24,21,4,20,196,0,5,0.5,0,0,Africa
Paraguay,228,5,9,0,85,134,1,32,1,7322,1027,South America
Congo,200,0,6,0,19,175,0,36,1,0,0,Africa
Maldives,191,14,0,0,17,174,2,353,0,5296,9798,Asia
Faeroe Islands,187,0,0,0,178,9,0,3827,0,6588,134826,Europe
Rwanda,183,0,0,0,88,95,0,14,0,6959,537,Africa
Gabon,176,0,3,0,30,143,1,79,1,572,257,Africa
Martinique,175,0,14,0,77,84,7,466,37,0,0,North America
Guadeloupe,149,0,12,0,82,55,11,372,30,0,0,North America
Myanmar,146,2,5,0,10,131,0,3,0.09,6678,123,Asia
Brunei,138,0,1,0,123,14,2,315,2,12981,29672,Asia
Gibraltar,136,0,0,0,131,5,0,4037,0,2174,64528,Europe
Madagascar,124,1,0,0,71,53,1,4,0,2357,85,Africa
Ethiopia,123,1,3,0,41,79,0,1,0.03,13645,119,Africa
Cambodia,122,0,0,0,117,5,1,7,0,5768,345,Asia
Liberia,120,0,12,1,25,83,0,24,2,0,0,Africa
Trinidad and Tobago,115,0,8,0,53,54,0,82,6,1514,1082,North America
French Guiana,111,0,1,0,87,23,0,372,3,0,0,South America
Bermuda,109,0,5,0,39,65,10,1750,80,1173,18835,North America
Cabo Verde,106,16,1,0,1,104,0,191,2,791,1423,Africa
Aruba,100,0,2,0,69,29,4,937,19,1577,14771,North America
Togo,96,0,6,0,62,28,0,12,0.7,5584,675,Africa
Monaco,94,0,4,0,42,48,1,2395,102,0,0,Europe
Sierra Leone,93,11,4,2,10,79,0,12,0.5,0,0,Africa
Zambia,88,4,3,0,42,43,1,5,0.2,2586,141,Africa
Liechtenstein,81,0,1,0,55,25,0,2124,26,900,23605,Europe
Barbados,79,0,6,0,32,41,4,275,21,1502,5227,North America
Bahamas,78,0,11,0,15,52,1,198,28,0,0,North America
Mozambique,76,6,0,0,12,64,0,2,0,1644,53,Africa
Uganda,75,0,0,0,46,29,0,2,0,20329,444,Africa
Sint Maarten,74,1,13,1,33,28,7,1726,303,266,6204,North America
Guyana,74,1,8,1,12,54,5,94,10,442,562,South America
Haiti,72,0,6,0,6,60,0,6,0.5,719,63,North America
Cayman Islands,70,0,1,0,8,61,3,1065,15,940,14303,North America
Libya,61,0,2,0,18,41,0,9,0.3,1623,236,Africa
Eswatini,59,3,1,0,10,48,0,51,0.9,714,615,Africa
French Polynesia,57,0,0,0,41,16,1,203,0,2069,7365,Australia/Oceania
Benin,54,0,1,0,27,26,0,4,0.08,0,0,Africa
Guinea-Bissau,53,1,1,1,3,49,0,27,0.5,1500,762,Africa
Nepal,52,3,0,0,16,36,0,2,0,51367,1763,Asia
Chad,46,0,0,0,15,31,0,3,0,0,0,Africa
Macao,45,0,0,0,31,14,1,69,0,0,0,Asia
Syria,43,1,3,0,14,26,0,2,0.2,0,0,Asia
Eritrea,39,0,0,0,13,26,0,11,0,0,0,Africa
Saint Martin,38,0,3,0,24,11,3,983,78,0,0,North America
Mongolia,38,1,0,0,9,29,0,12,0,7292,2224,Asia
Malawi,34,1,3,0,4,27,1,2,0.2,617,32,Africa
Zimbabwe,31,0,4,0,2,25,0,2,0.3,6067,408,Africa
Angola,25,0,2,0,6,17,0,0.8,0.06,0,0,Africa
Antigua and Barbuda,24,0,3,0,11,10,1,245,31,113,1154,North America
Timor-Leste,24,0,0,0,2,22,0,18,0,322,244,Asia
Botswana,22,0,1,0,0,21,0,9,0.4,5023,2136,Africa
CAR,19,3,0,0,10,9,0,4,0,0,0,Africa
Laos,19,0,0,0,7,12,0,3,0,1735,238,Asia
Belize,18,0,2,0,5,11,1,45,5,816,2052,North America
Fiji,18,0,0,0,10,8,0,20,0,900,1004,Australia/Oceania
Grenada,18,0,0,0,7,11,4,160,0,175,1555,North America
New Caledonia,18,0,0,0,17,1,1,63,0,3952,13842,Australia/Oceania
Curaçao,16,0,1,0,11,4,0,98,6,304,1853,North America
Dominica,16,0,0,0,13,3,0,222,0,383,5320,North America
Namibia,16,0,0,0,8,8,0,6,0,675,266,Africa
Saint Kitts and Nevis,15,0,0,0,2,13,0,282,0,260,4887,North America
Saint Lucia,15,0,0,0,15,0,0,82,0,446,2429,North America
St. Vincent Grenadines,14,0,0,0,5,9,0,126,0,108,973,North America
Nicaragua,13,1,3,0,7,3,0,2,0.5,0,0,North America
Falkland Islands,13,0,0,0,11,2,0,3736,0,353,101437,South America
Burundi,11,0,1,0,4,6,0,0.9,0.08,284,24,Africa
Montserrat,11,0,1,0,2,8,1,2204,200,36,7212,North America
Turks and Caicos,11,0,1,0,4,6,0,284,26,83,2144,North America
Greenland,11,0,0,0,11,0,0,194,0,1200,21138,North America
Seychelles,11,0,0,0,6,5,0,112,0,0,0,Africa
Gambia,10,0,1,0,8,1,0,4,0.4,401,166,Africa
Suriname,10,0,1,0,7,2,0,17,2,404,689,South America
MS Zaandam,9,0,2,0,0,7,0,0,0,0,0,0
Vatican City,9,0,0,0,2,7,0,11236,0,0,0,Europe
Papua New Guinea,8,0,0,0,0,8,0,0.9,0,604,68,Australia/Oceania
Mauritania,7,0,1,0,6,0,0,2,0.2,1032,222,Africa
Bhutan,7,0,0,0,4,3,0,9,0,9791,12689,Asia
British Virgin Islands,6,0,1,0,3,2,0,198,33,0,0,North America
St. Barth,6,0,0,0,6,0,0,607,0,0,0,North America
South Sudan,6,1,0,0,0,6,0,0.5,0,0,0,Africa
Western Sahara,6,0,0,0,5,1,0,10,0,0,0,Africa
Caribbean Netherlands,5,0,0,0,0,5,0,191,0,110,4195,North America
Sao Tome and Principe,4,0,0,0,0,4,0,18,0,19,87,Africa
Anguilla,3,0,0,0,1,2,0,200,0,0,0,North America
Saint Pierre Miquelon,1,0,0,0,0,1,0,173,0,0,0,North America
Yemen,1,0,0,0,1,0,0,0.03,0,120,4,Asia
